brand,model,color,gearshift_type,fuel_source
Audi,A4,Blue,Manual,Petrol
BMW,Series 7,Dark Gray,Manual,Diesel
Audi,A4,Dark Gray,Manual,Diesel
Audi,A1,Black,Automatic,Diesel
BMW,Series 5,Gray,Automatic,Petrol
BMW,Series 3,White,Manual,Diesel
Audi,A1,White,Manual,Petrol
Audi,A1,Black,Manual,Diesel
Mercedes-Benz,C Class,Dark Gray,Manual,Petrol
Mercedes-Benz,AMG,Blue,Manual,Diesel
Mercedes-Benz,C Class,Yellow,Automatic,Petrol
Mercedes-Benz,AMG,Black,Automatic,Electric
Mercedes-Benz,C Class,Blue,Automatic,Diesel
Audi,A4,Orange,Manual,Electric
Audi,TT,Red,Manual,Petrol
Mercedes-Benz,E Class,Light Gray,Manual,Petrol
BMW,Series 5,Gray,Automatic,Electric
BMW,Series 7,Light Gray,Manual,Diesel
Audi,TT,Light Gray,Automatic,Electric
BMW,Series 7,Red,Manual,Petrol
Audi,A4,Red,Automatic,Electric
Mercedes-Benz,AMG,Black,Manual,Diesel
BMW,Series 3,White,Manual,Diesel
BMW,Series 7,Orange,Manual,Diesel
Audi,A1,Blue,Manual,Diesel
Mercedes-Benz,E Class,Black,Manual,Petrol
Mercedes-Benz,E Class,Light Gray,Manual,Diesel
Audi,TT,White,Manual,Electric
Audi,TT,Green,Automatic,Diesel
Audi,TT,Red,Automatic,Petrol
Audi,TT,Yellow,Manual,Diesel
Audi,A4,Blue,Manual,Diesel
Mercedes-Benz,C Class,Blue,Automatic,Diesel
Mercedes-Benz,E Class,Orange,Manual,Petrol
Audi,A4,Green,Automatic,Petrol
Mercedes-Benz,AMG,Green,Automatic,Petrol
Mercedes-Benz,E Class,Light Gray,Automatic,Diesel
Mercedes-Benz,AMG,Gray,Manual,Petrol
BMW,Series 3,Orange,Manual,Diesel
Mercedes-Benz,AMG,Light Gray,Manual,Petrol
BMW,Series 5,Black,Automatic,Electric
Mercedes-Benz,C Class,Yellow,Automatic,Petrol
Audi,A4,Green,Automatic,Petrol
Audi,A1,Orange,Manual,Petrol
Audi,A4,Blue,Automatic,Electric
BMW,Series 7,Red,Automatic,Petrol
Mercedes-Benz,AMG,Dark Gray,Automatic,Diesel
Audi,A1,Yellow,Manual,Petrol
Audi,TT,Black,Automatic,Diesel
Audi,TT,Blue,Manual,Electric
Audi,A1,Yellow,Manual,Petrol
BMW,Series 7,Green,Automatic,Electric
Mercedes-Benz,C Class,Black,Automatic,Electric
Audi,A1,Black,Manual,Electric
BMW,Series 7,Dark Gray,Automatic,Diesel
BMW,Series 3,White,Automatic,Petrol
BMW,Series 5,Gray,Automatic,Electric
BMW,Series 7,Green,Manual,Electric
Audi,A4,Blue,Automatic,Petrol
Audi,TT,Dark Gray,Automatic,Electric
Mercedes-Benz,AMG,Orange,Manual,Diesel
Audi,A4,Dark Gray,Automatic,Electric
Mercedes-Benz,C Class,Blue,Automatic,Diesel
Audi,A1,Blue,Manual,Diesel
Mercedes-Benz,E Class,Blue,Manual,Electric
BMW,Series 3,Light Gray,Manual,Diesel
BMW,Series 7,Orange,Automatic,Electric
Audi,A4,White,Automatic,Electric
Mercedes-Benz,E Class,Blue,Manual,Petrol
Mercedes-Benz,C Class,Orange,Automatic,Diesel
Audi,A1,White,Automatic,Diesel
Mercedes-Benz,E Class,White,Manual,Electric
Audi,TT,Orange,Automatic,Electric
Mercedes-Benz,C Class,Yellow,Automatic,Petrol
BMW,Series 7,White,Manual,Petrol
BMW,Series 5,Red,Manual,Diesel
Mercedes-Benz,E Class,Orange,Automatic,Diesel
Audi,A4,Light Gray,Manual,Electric
BMW,Series 7,White,Automatic,Diesel
Audi,A4,Gray,Manual,Petrol
Audi,TT,Blue,Automatic,Petrol
Mercedes-Benz,C Class,Gray,Manual,Diesel
Audi,TT,Black,Automatic,Electric
Mercedes-Benz,E Class,Black,Automatic,Electric
Audi,A4,Green,Automatic,Diesel
BMW,Series 7,Light Gray,Automatic,Petrol
Audi,A4,Dark Gray,Automatic,Electric
Mercedes-Benz,AMG,Light Gray,Manual,Diesel
Audi,A1,Red,Manual,Petrol
Audi,A1,Gray,Automatic,Petrol
Mercedes-Benz,E Class,Blue,Manual,Diesel
Audi,A1,Dark Gray,Manual,Electric
Mercedes-Benz,C Class,Light Gray,Manual,Diesel
BMW,Series 7,Orange,Manual,Petrol
Audi,TT,Light Gray,Manual,Electric
Mercedes-Benz,E Class,Light Gray,Automatic,Electric
Mercedes-Benz,C Class,Light Gray,Manual,Diesel
Mercedes-Benz,E Class,Red,Automatic,Diesel
BMW,Series 3,Black,Automatic,Petrol
Audi,TT,Dark Gray,Automatic,Electric
BMW,Series 5,Orange,Manual,Petrol
BMW,Series 7,Dark Gray,Manual,Petrol
Mercedes-Benz,E Class,White,Manual,Diesel
Mercedes-Benz,E Class,Orange,Automatic,Petrol
BMW,Series 5,Black,Automatic,Electric
Mercedes-Benz,AMG,Yellow,Automatic,Petrol
Audi,TT,Green,Automatic,Petrol
Audi,TT,Light Gray,Automatic,Diesel
Mercedes-Benz,C Class,Red,Automatic,Petrol
Audi,A4,Light Gray,Manual,Diesel
Audi,A4,Light Gray,Manual,Petrol
Mercedes-Benz,AMG,Light Gray,Manual,Petrol
Mercedes-Benz,AMG,Light Gray,Automatic,Diesel
Mercedes-Benz,C Class,White,Automatic,Electric
Mercedes-Benz,AMG,Light Gray,Manual,Diesel
Audi,A4,Red,Automatic,Petrol
Audi,TT,Yellow,Manual,Electric
Audi,A4,Blue,Manual,Electric
BMW,Series 3,Black,Automatic,Electric
Mercedes-Benz,C Class,White,Automatic,Diesel
Mercedes-Benz,E Class,White,Manual,Petrol
BMW,Series 5,White,Manual,Diesel
Audi,A4,Dark Gray,Automatic,Electric
BMW,Series 5,Green,Manual,Petrol
Audi,TT,Green,Automatic,Diesel
BMW,Series 7,Yellow,Manual,Petrol
Mercedes-Benz,C Class,White,Automatic,Petrol
Mercedes-Benz,C Class,Blue,Automatic,Diesel
Mercedes-Benz,C Class,Green,Automatic,Petrol
Audi,TT,Light Gray,Manual,Petrol
BMW,Series 3,Green,Manual,Electric
Mercedes-Benz,E Class,Gray,Manual,Petrol
Audi,A4,Light Gray,Manual,Petrol
BMW,Series 5,Dark Gray,Manual,Petrol
BMW,Series 5,Dark Gray,Manual,Petrol
Audi,A4,Dark Gray,Automatic,Petrol
Audi,A4,Light Gray,Manual,Electric
BMW,Series 5,Light Gray,Automatic,Petrol
BMW,Series 3,White,Manual,Petrol
BMW,Series 7,Dark Gray,Automatic,Petrol
Mercedes-Benz,AMG,Yellow,Manual,Petrol
Mercedes-Benz,AMG,Yellow,Manual,Diesel
Mercedes-Benz,AMG,White,Manual,Electric
BMW,Series 3,Black,Automatic,Electric
Audi,A1,White,Automatic,Petrol
BMW,Series 5,Red,Automatic,Electric
BMW,Series 5,Yellow,Automatic,Electric
Audi,A4,Green,Manual,Electric
BMW,Series 7,Light Gray,Automatic,Petrol
Mercedes-Benz,AMG,Orange,Automatic,Diesel
BMW,Series 7,Gray,Automatic,Petrol
BMW,Series 5,Orange,Manual,Diesel
BMW,Series 3,Gray,Manual,Electric
Audi,A1,Orange,Manual,Diesel
Mercedes-Benz,AMG,Red,Automatic,Diesel
Audi,A1,Black,Manual,Diesel
Mercedes-Benz,C Class,Light Gray,Manual,Diesel
Mercedes-Benz,AMG,Yellow,Manual,Petrol
Mercedes-Benz,AMG,White,Automatic,Petrol
BMW,Series 7,Gray,Manual,Petrol
BMW,Series 7,Green,Manual,Electric
BMW,Series 7,Green,Automatic,Electric
Audi,A1,Light Gray,Manual,Electric
Mercedes-Benz,C Class,Green,Manual,Electric
BMW,Series 5,Gray,Automatic,Petrol
Mercedes-Benz,E Class,Black,Manual,Petrol
Audi,TT,Light Gray,Automatic,Petrol
BMW,Series 5,Red,Automatic,Petrol
Mercedes-Benz,C Class,Yellow,Automatic,Diesel
BMW,Series 5,Green,Manual,Electric
BMW,Series 3,White,Manual,Electric
BMW,Series 5,White,Automatic,Petrol
Audi,TT,Black,Manual,Petrol
BMW,Series 5,Gray,Manual,Electric
BMW,Series 3,Orange,Automatic,Petrol
Audi,TT,Red,Automatic,Electric
Audi,A4,White,Manual,Petrol
Mercedes-Benz,AMG,Yellow,Automatic,Petrol
Mercedes-Benz,C Class,Gray,Manual,Electric
Mercedes-Benz,E Class,Yellow,Automatic,Electric
BMW,Series 3,Light Gray,Manual,Diesel
Audi,A4,Dark Gray,Automatic,Electric
Mercedes-Benz,AMG,Blue,Manual,Electric
BMW,Series 7,White,Manual,Electric
Audi,A4,Gray,Manual,Diesel
BMW,Series 7,Red,Automatic,Electric
Mercedes-Benz,C Class,Green,Automatic,Petrol
Mercedes-Benz,E Class,Blue,Automatic,Diesel
BMW,Series 3,Orange,Manual,Petrol
Mercedes-Benz,AMG,Red,Manual,Diesel
BMW,Series 7,Green,Automatic,Diesel
Audi,A4,White,Automatic,Diesel
Audi,TT,Dark Gray,Automatic,Electric
Mercedes-Benz,E Class,Light Gray,Automatic,Petrol
BMW,Series 5,Gray,Automatic,Diesel
Audi,TT,Black,Manual,Petrol
BMW,Series 3,Green,Manual,Diesel
Audi,TT,Green,Automatic,Petrol
BMW,Series 5,Blue,Automatic,Petrol
Mercedes-Benz,AMG,Dark Gray,Manual,Diesel
Mercedes-Benz,C Class,Dark Gray,Manual,Petrol
Mercedes-Benz,C Class,Black,Manual,Electric
Audi,TT,Gray,Manual,Electric
Mercedes-Benz,C Class,Black,Manual,Electric
Mercedes-Benz,C Class,Red,Automatic,Petrol
BMW,Series 7,White,Automatic,Diesel
Mercedes-Benz,E Class,White,Manual,Electric
Mercedes-Benz,AMG,Red,Manual,Diesel
BMW,Series 5,Red,Automatic,Electric
Mercedes-Benz,AMG,Orange,Automatic,Petrol
Mercedes-Benz,E Class,Light Gray,Automatic,Diesel
BMW,Series 3,Orange,Automatic,Diesel
BMW,Series 3,White,Manual,Petrol
BMW,Series 3,Yellow,Automatic,Diesel
Mercedes-Benz,AMG,Yellow,Manual,Electric
Audi,A4,Yellow,Automatic,Electric
Audi,A1,Red,Manual,Petrol
Mercedes-Benz,E Class,Gray,Manual,Petrol
Audi,A1,Yellow,Manual,Electric
Mercedes-Benz,AMG,Orange,Manual,Petrol
Mercedes-Benz,AMG,Dark Gray,Automatic,Petrol
Mercedes-Benz,C Class,Dark Gray,Automatic,Electric
Mercedes-Benz,C Class,White,Automatic,Electric
Audi,A4,Orange,Manual,Petrol
Mercedes-Benz,C Class,Green,Automatic,Diesel
Mercedes-Benz,E Class,Black,Automatic,Petrol
Mercedes-Benz,E Class,Dark Gray,Manual,Petrol
BMW,Series 3,Gray,Manual,Electric
Mercedes-Benz,C Class,Yellow,Automatic,Petrol
BMW,Series 5,Yellow,Automatic,Diesel
Mercedes-Benz,C Class,White,Automatic,Electric
BMW,Series 5,Orange,Automatic,Petrol
Audi,TT,Blue,Manual,Electric
Mercedes-Benz,C Class,Orange,Automatic,Electric
Audi,TT,Orange,Manual,Diesel
Audi,A4,Blue,Automatic,Petrol
Mercedes-Benz,C Class,Dark Gray,Automatic,Electric
Audi,A4,Blue,Manual,Petrol
BMW,Series 5,White,Manual,Diesel
Mercedes-Benz,AMG,Orange,Manual,Petrol
Mercedes-Benz,AMG,Gray,Automatic,Petrol
BMW,Series 5,Yellow,Manual,Electric
Audi,TT,Black,Manual,Electric
Mercedes-Benz,AMG,Blue,Automatic,Electric
BMW,Series 3,White,Manual,Petrol
Mercedes-Benz,E Class,Gray,Manual,Petrol
Audi,TT,Black,Manual,Petrol
Audi,A1,Dark Gray,Manual,Electric
Audi,A1,Gray,Manual,Petrol
Audi,A1,Yellow,Manual,Electric
BMW,Series 7,Red,Manual,Diesel
Audi,TT,Gray,Manual,Electric
Audi,A4,Light Gray,Manual,Diesel
BMW,Series 7,Yellow,Manual,Petrol
Audi,TT,Red,Automatic,Petrol
Mercedes-Benz,E Class,Gray,Manual,Electric
Audi,TT,Black,Manual,Diesel
BMW,Series 3,Orange,Manual,Petrol
BMW,Series 7,Green,Automatic,Electric
Audi,A4,Blue,Manual,Diesel
BMW,Series 5,Dark Gray,Automatic,Electric
Mercedes-Benz,E Class,Gray,Manual,Diesel
Audi,A4,Yellow,Manual,Diesel
Audi,A1,Dark Gray,Automatic,Diesel
BMW,Series 5,Gray,Manual,Diesel
Audi,A4,Dark Gray,Manual,Diesel
Audi,TT,Orange,Manual,Electric
Audi,TT,Green,Manual,Electric
Audi,TT,Blue,Automatic,Electric
Audi,A1,Yellow,Automatic,Electric
BMW,Series 7,Light Gray,Manual,Petrol
Audi,A4,Light Gray,Automatic,Electric
Mercedes-Benz,AMG,Blue,Automatic,Petrol
Mercedes-Benz,E Class,Black,Automatic,Diesel
BMW,Series 5,Dark Gray,Automatic,Diesel
Audi,A1,Orange,Manual,Diesel
Audi,TT,Black,Manual,Diesel
Audi,A4,White,Automatic,Petrol
BMW,Series 5,Yellow,Manual,Electric
Mercedes-Benz,AMG,Yellow,Manual,Petrol
Audi,A4,Orange,Automatic,Petrol
BMW,Series 3,Light Gray,Manual,Diesel
Mercedes-Benz,E Class,Light Gray,Manual,Diesel
Mercedes-Benz,C Class,Light Gray,Manual,Electric
Audi,A1,Red,Automatic,Electric
Mercedes-Benz,C Class,Dark Gray,Manual,Diesel
BMW,Series 7,Light Gray,Manual,Electric
BMW,Series 7,Red,Automatic,Diesel
Mercedes-Benz,C Class,Blue,Automatic,Petrol
Audi,A1,Orange,Manual,Electric
BMW,Series 5,Gray,Manual,Diesel
Audi,TT,Black,Manual,Diesel
BMW,Series 3,Green,Manual,Petrol
BMW,Series 7,Red,Automatic,Diesel
Mercedes-Benz,AMG,White,Automatic,Electric
Mercedes-Benz,AMG,Red,Manual,Petrol
Audi,A4,Light Gray,Automatic,Diesel
Mercedes-Benz,AMG,White,Automatic,Electric
Mercedes-Benz,C Class,Green,Automatic,Diesel
Mercedes-Benz,E Class,Blue,Manual,Electric
Audi,A1,White,Automatic,Diesel
Audi,A1,Light Gray,Automatic,Electric
Mercedes-Benz,E Class,White,Automatic,Petrol
Mercedes-Benz,E Class,Blue,Manual,Electric
Audi,A4,White,Manual,Diesel
BMW,Series 3,Gray,Automatic,Electric
Mercedes-Benz,AMG,White,Manual,Electric
BMW,Series 3,Blue,Manual,Petrol
Audi,TT,White,Manual,Diesel
Audi,A4,Orange,Automatic,Petrol
BMW,Series 3,Orange,Manual,Petrol
Audi,A4,Dark Gray,Manual,Electric
BMW,Series 7,Blue,Automatic,Petrol
Audi,A4,Gray,Manual,Diesel
Audi,TT,Red,Automatic,Diesel
Mercedes-Benz,E Class,Red,Automatic,Petrol
Audi,A1,Light Gray,Automatic,Electric
BMW,Series 3,Black,Manual,Petrol
BMW,Series 5,White,Manual,Electric
Audi,A4,Black,Manual,Petrol
Mercedes-Benz,E Class,Black,Automatic,Electric
Audi,TT,White,Manual,Diesel
BMW,Series 5,Green,Manual,Electric
BMW,Series 5,Black,Manual,Diesel
BMW,Series 7,Black,Automatic,Electric
Mercedes-Benz,AMG,Green,Automatic,Electric
Mercedes-Benz,E Class,Dark Gray,Manual,Electric
BMW,Series 5,White,Manual,Diesel
Audi,TT,Black,Automatic,Electric
BMW,Series 5,Dark Gray,Manual,Diesel
Mercedes-Benz,C Class,Green,Manual,Electric
BMW,Series 3,Light Gray,Manual,Diesel
Audi,TT,Red,Automatic,Petrol
Mercedes-Benz,AMG,Green,Manual,Diesel
BMW,Series 5,Dark Gray,Manual,Electric
Audi,A4,White,Automatic,Petrol
BMW,Series 5,Black,Automatic,Petrol
Audi,A4,Green,Automatic,Electric
Audi,A4,Red,Automatic,Electric
BMW,Series 7,Yellow,Manual,Diesel
Mercedes-Benz,E Class,Green,Automatic,Electric
Mercedes-Benz,C Class,Red,Manual,Diesel
BMW,Series 3,Dark Gray,Automatic,Diesel
Mercedes-Benz,AMG,Blue,Automatic,Petrol
Mercedes-Benz,C Class,Gray,Automatic,Petrol
BMW,Series 3,Light Gray,Automatic,Diesel
Audi,TT,Dark Gray,Automatic,Petrol
Mercedes-Benz,C Class,Black,Automatic,Electric
Audi,A1,Black,Automatic,Electric
Mercedes-Benz,C Class,Dark Gray,Automatic,Petrol
BMW,Series 3,Dark Gray,Automatic,Electric
Mercedes-Benz,AMG,Dark Gray,Automatic,Electric
Mercedes-Benz,AMG,Yellow,Automatic,Petrol
Audi,TT,Orange,Manual,Diesel
BMW,Series 3,White,Automatic,Electric
BMW,Series 5,White,Automatic,Diesel
Audi,TT,Light Gray,Automatic,Diesel
BMW,Series 5,Gray,Manual,Diesel
BMW,Series 3,Blue,Manual,Electric
BMW,Series 7,Black,Automatic,Petrol
Audi,A1,Green,Automatic,Petrol
BMW,Series 3,Blue,Automatic,Petrol
Mercedes-Benz,E Class,White,Automatic,Electric
Mercedes-Benz,AMG,Orange,Manual,Petrol
BMW,Series 7,Black,Manual,Diesel
Mercedes-Benz,AMG,Gray,Manual,Electric
Audi,A1,Light Gray,Manual,Petrol
BMW,Series 3,White,Manual,Diesel
Audi,TT,White,Automatic,Petrol
BMW,Series 5,Gray,Automatic,Electric
Audi,TT,Black,Manual,Petrol
BMW,Series 7,Orange,Automatic,Petrol
Mercedes-Benz,C Class,Orange,Automatic,Diesel
Mercedes-Benz,AMG,Yellow,Manual,Electric
Audi,TT,Light Gray,Automatic,Diesel
Mercedes-Benz,E Class,Yellow,Automatic,Diesel
Mercedes-Benz,E Class,Blue,Automatic,Diesel
BMW,Series 5,Red,Automatic,Electric
Audi,A4,Dark Gray,Automatic,Diesel
BMW,Series 5,Green,Manual,Petrol
Audi,A4,Blue,Automatic,Petrol
Audi,A4,White,Automatic,Petrol
Audi,A1,Light Gray,Automatic,Petrol
BMW,Series 7,Dark Gray,Manual,Electric
Audi,TT,Orange,Automatic,Diesel
Mercedes-Benz,C Class,Black,Manual,Electric
Mercedes-Benz,C Class,Black,Automatic,Diesel
BMW,Series 3,Blue,Automatic,Diesel
Mercedes-Benz,E Class,Dark Gray,Manual,Electric
Audi,A4,White,Manual,Diesel
Mercedes-Benz,E Class,White,Manual,Electric
BMW,Series 3,Red,Manual,Diesel
Mercedes-Benz,AMG,Yellow,Manual,Electric
Mercedes-Benz,AMG,Blue,Automatic,Electric
Audi,A4,Red,Manual,Electric
BMW,Series 7,Orange,Manual,Electric
Audi,A1,White,Automatic,Electric
Audi,TT,Light Gray,Automatic,Petrol
Mercedes-Benz,E Class,Gray,Manual,Petrol
BMW,Series 5,Gray,Manual,Petrol
Audi,A4,Blue,Manual,Electric
Audi,TT,Dark Gray,Manual,Diesel
Audi,TT,Green,Manual,Petrol
BMW,Series 7,Dark Gray,Automatic,Diesel
BMW,Series 5,Blue,Automatic,Petrol
Audi,A1,Orange,Manual,Diesel
Audi,A1,Red,Automatic,Petrol
BMW,Series 3,Blue,Manual,Petrol
Audi,TT,Light Gray,Manual,Diesel
Audi,A1,Orange,Automatic,Petrol
BMW,Series 3,Green,Automatic,Diesel
BMW,Series 7,Light Gray,Automatic,Electric
BMW,Series 3,Orange,Automatic,Petrol
Audi,TT,Dark Gray,Manual,Diesel
Audi,A1,Orange,Manual,Diesel
Mercedes-Benz,C Class,Light Gray,Manual,Petrol
Audi,TT,Light Gray,Automatic,Petrol
Mercedes-Benz,AMG,Orange,Manual,Petrol
Mercedes-Benz,E Class,Red,Automatic,Diesel
BMW,Series 7,Gray,Manual,Electric
Mercedes-Benz,AMG,Orange,Automatic,Electric
BMW,Series 5,White,Automatic,Electric
Mercedes-Benz,C Class,Red,Automatic,Petrol
Audi,TT,White,Manual,Diesel
BMW,Series 5,White,Automatic,Diesel
Audi,A1,Light Gray,Manual,Electric
BMW,Series 7,Blue,Manual,Petrol
BMW,Series 3,Blue,Automatic,Petrol
Mercedes-Benz,AMG,Dark Gray,Automatic,Electric
Mercedes-Benz,E Class,Green,Manual,Petrol
Audi,A4,Light Gray,Automatic,Petrol
BMW,Series 7,White,Manual,Petrol
Mercedes-Benz,C Class,Gray,Automatic,Electric
BMW,Series 7,Red,Automatic,Petrol
BMW,Series 7,Gray,Manual,Electric
Mercedes-Benz,AMG,Blue,Automatic,Petrol
Mercedes-Benz,C Class,Orange,Automatic,Petrol
BMW,Series 3,Green,Automatic,Diesel
BMW,Series 7,Yellow,Manual,Petrol
Mercedes-Benz,C Class,Red,Automatic,Diesel
Mercedes-Benz,AMG,Blue,Automatic,Petrol
BMW,Series 3,Light Gray,Manual,Diesel
Audi,TT,Yellow,Manual,Diesel
Mercedes-Benz,C Class,Orange,Automatic,Petrol
Audi,A1,Yellow,Automatic,Electric
Audi,A1,White,Automatic,Diesel
Audi,A4,Yellow,Manual,Petrol
BMW,Series 7,Green,Automatic,Electric
Mercedes-Benz,E Class,Yellow,Automatic,Electric
Audi,TT,Dark Gray,Automatic,Petrol
Audi,TT,Blue,Automatic,Petrol
Mercedes-Benz,E Class,Red,Automatic,Petrol
Mercedes-Benz,E Class,Red,Automatic,Electric
Mercedes-Benz,E Class,Dark Gray,Manual,Diesel
Audi,TT,Red,Automatic,Diesel
Mercedes-Benz,AMG,Dark Gray,Automatic,Electric
Mercedes-Benz,E Class,Black,Automatic,Petrol
BMW,Series 3,Gray,Automatic,Diesel
Mercedes-Benz,AMG,Red,Automatic,Diesel
Audi,A1,Light Gray,Manual,Electric
BMW,Series 7,Yellow,Automatic,Electric
BMW,Series 3,White,Automatic,Petrol
Audi,A1,White,Automatic,Electric
Audi,A4,Light Gray,Automatic,Petrol
Mercedes-Benz,E Class,Orange,Manual,Petrol
Mercedes-Benz,C Class,Black,Manual,Petrol
Audi,A4,Green,Manual,Petrol
BMW,Series 7,Yellow,Automatic,Petrol
Audi,A1,Orange,Manual,Diesel
BMW,Series 3,Red,Manual,Diesel
Mercedes-Benz,E Class,Yellow,Automatic,Electric
BMW,Series 3,White,Manual,Petrol
BMW,Series 7,Black,Automatic,Electric
Mercedes-Benz,E Class,Red,Automatic,Electric
Audi,A1,Blue,Manual,Diesel
Audi,A4,Yellow,Automatic,Diesel
BMW,Series 3,Black,Manual,Petrol
Audi,A1,Red,Manual,Electric
Mercedes-Benz,C Class,Gray,Manual,Electric
Audi,A1,Yellow,Manual,Diesel
BMW,Series 7,Dark Gray,Manual,Diesel
Mercedes-Benz,E Class,Gray,Automatic,Petrol
BMW,Series 7,Red,Automatic,Petrol
Mercedes-Benz,E Class,White,Manual,Electric
Mercedes-Benz,E Class,Light Gray,Automatic,Electric
Mercedes-Benz,AMG,Yellow,Automatic,Diesel
Mercedes-Benz,AMG,Light Gray,Manual,Petrol
Mercedes-Benz,C Class,Light Gray,Manual,Petrol
BMW,Series 7,Dark Gray,Automatic,Petrol
Audi,A4,White,Automatic,Petrol
BMW,Series 3,Green,Automatic,Petrol
BMW,Series 7,Yellow,Automatic,Diesel
Mercedes-Benz,E Class,White,Automatic,Petrol
Mercedes-Benz,AMG,White,Automatic,Diesel
BMW,Series 3,Gray,Manual,Diesel
Mercedes-Benz,AMG,Light Gray,Automatic,Electric
Mercedes-Benz,AMG,Gray,Manual,Electric
Mercedes-Benz,C Class,Black,Manual,Petrol
Audi,TT,Orange,Manual,Electric
Audi,A4,Blue,Manual,Petrol
Audi,A4,Red,Automatic,Electric
BMW,Series 5,Orange,Automatic,Petrol
Mercedes-Benz,C Class,Light Gray,Automatic,Diesel
Mercedes-Benz,C Class,Blue,Manual,Electric
Mercedes-Benz,AMG,Dark Gray,Manual,Electric
BMW,Series 7,Orange,Automatic,Electric
Audi,A1,Orange,Automatic,Electric
Audi,TT,Gray,Manual,Electric
Audi,A1,White,Automatic,Diesel
BMW,Series 5,Green,Automatic,Electric
Audi,A4,Red,Automatic,Petrol
Audi,A4,Yellow,Automatic,Petrol
Mercedes-Benz,AMG,Green,Manual,Electric
Mercedes-Benz,E Class,Gray,Manual,Diesel
Audi,TT,Blue,Manual,Electric
Mercedes-Benz,E Class,Black,Automatic,Petrol
Audi,A1,Red,Automatic,Electric
BMW,Series 3,Orange,Automatic,Petrol
BMW,Series 5,Orange,Manual,Diesel
Mercedes-Benz,E Class,Orange,Manual,Diesel
BMW,Series 5,Red,Automatic,Petrol
BMW,Series 5,Gray,Manual,Petrol
BMW,Series 3,Green,Manual,Diesel
Audi,A4,White,Manual,Electric
Audi,A1,Orange,Manual,Diesel
Audi,A4,Red,Automatic,Petrol
Mercedes-Benz,C Class,Black,Manual,Electric
BMW,Series 3,Blue,Automatic,Electric
Audi,TT,Blue,Automatic,Diesel
BMW,Series 7,Gray,Automatic,Electric
Mercedes-Benz,E Class,Light Gray,Automatic,Diesel
BMW,Series 3,Orange,Automatic,Diesel
Mercedes-Benz,C Class,Blue,Manual,Petrol
Audi,A1,Blue,Automatic,Diesel
Audi,TT,Gray,Manual,Diesel
Audi,A1,Light Gray,Manual,Electric
Audi,A4,Red,Automatic,Electric
BMW,Series 5,White,Automatic,Petrol
Mercedes-Benz,AMG,Red,Manual,Petrol
Audi,TT,Orange,Automatic,Diesel
Audi,TT,Blue,Automatic,Electric
Mercedes-Benz,E Class,Dark Gray,Manual,Petrol
Audi,A4,Blue,Manual,Diesel
Audi,TT,Orange,Automatic,Diesel
Audi,A1,Dark Gray,Automatic,Diesel
Audi,TT,Blue,Automatic,Petrol
BMW,Series 7,Green,Automatic,Electric
BMW,Series 7,White,Automatic,Petrol
BMW,Series 3,Orange,Manual,Diesel
Audi,A1,Dark Gray,Automatic,Petrol
Mercedes-Benz,E Class,Green,Manual,Petrol
BMW,Series 5,Dark Gray,Manual,Petrol
Mercedes-Benz,C Class,Blue,Manual,Diesel
Mercedes-Benz,C Class,Green,Automatic,Diesel
Mercedes-Benz,E Class,Yellow,Automatic,Electric
BMW,Series 5,Light Gray,Manual,Petrol
BMW,Series 5,Light Gray,Manual,Electric
Audi,A1,Yellow,Manual,Diesel
BMW,Series 5,Orange,Automatic,Electric
BMW,Series 7,White,Manual,Petrol
Mercedes-Benz,E Class,Black,Automatic,Diesel
BMW,Series 7,Dark Gray,Automatic,Electric
Audi,TT,Black,Automatic,Petrol
BMW,Series 3,Red,Manual,Diesel
BMW,Series 3,White,Automatic,Diesel
BMW,Series 5,Light Gray,Automatic,Petrol
Mercedes-Benz,C Class,Light Gray,Manual,Diesel
Audi,A1,Red,Manual,Electric
BMW,Series 7,Green,Manual,Diesel
BMW,Series 5,Black,Manual,Petrol
Audi,A1,Orange,Automatic,Electric
Audi,A4,Orange,Automatic,Petrol
Mercedes-Benz,C Class,Yellow,Manual,Electric
BMW,Series 5,Light Gray,Automatic,Diesel
BMW,Series 3,Black,Manual,Diesel
Audi,A4,Yellow,Automatic,Diesel
Audi,A1,White,Automatic,Electric
BMW,Series 7,Light Gray,Automatic,Petrol
Mercedes-Benz,C Class,Gray,Manual,Diesel
Audi,A1,Dark Gray,Automatic,Diesel
BMW,Series 5,Blue,Manual,Electric
Audi,A4,Green,Automatic,Petrol
BMW,Series 5,Orange,Manual,Diesel
BMW,Series 3,Yellow,Manual,Petrol
Mercedes-Benz,AMG,Light Gray,Manual,Petrol
BMW,Series 7,Blue,Manual,Petrol
Audi,A4,Black,Automatic,Electric
Mercedes-Benz,C Class,Green,Automatic,Diesel
Mercedes-Benz,E Class,Light Gray,Manual,Petrol
Mercedes-Benz,C Class,Dark Gray,Automatic,Electric
BMW,Series 7,Light Gray,Automatic,Electric
BMW,Series 3,Gray,Automatic,Diesel
Mercedes-Benz,E Class,Blue,Automatic,Diesel
Mercedes-Benz,C Class,Green,Manual,Electric
Mercedes-Benz,AMG,Orange,Manual,Petrol
Audi,A1,Red,Automatic,Electric
Audi,TT,Dark Gray,Manual,Petrol
Audi,A1,Light Gray,Manual,Electric
BMW,Series 5,Orange,Manual,Diesel
